TABLE01_AD3_account_id,TABLE01_AD3_user_account_id,TABLE01_AD3_lifetime_amount
252986R_BRONZE,ROSALVA B,10
253009M_BRONZE,MARGARITA X,35
253033M_BRONZE,MARYROSE Z,25
253041S_BRONZE,SUSANNAH Z,225
253052C_BRONZE,CHRISTOPHER R,30
253061S_BRONZE,SHALA X,101795
253066M_BRONZE,MERIDITH H,9950
253081D_GOLD,DORETHA G,25
253098H_GOLD,HILARY G,10
253138V_BRONZE,VERLINE O,50
253153A_GOLD,ALESHA X,50
253186A_BRONZE,ALTHEA R,50
253304L_BRONZE,LUANNE F,10
253333L_BRONZE,LETHA D,20
253359C_BRONZE,CASIE O,30
253511L_BRONZE,LASHANDA J,710
253515L_BRONZE,LIBBIE W,100
253557B_BRONZE,BERNADETTE W,1500
253564S_BRONZE,SUSANN E,101795
253599E_GOLD,EVETTE H,21
253630J_BRONZE,JUAN Q,25
253649T_BRONZE,TERRIE J,10
253695E_GOLD,EMILE C,525
253730M_BRONZE,MITZI K,100
253748D_BRONZE,DARRON R,10
253753L_BRONZE,LOMA L,65
253758L_BRONZE,LETITIA Y,20
253762K_BRONZE,KIMBERELY T,1924
253862E_GOLD,ETHELENE G,150
253889J_BRONZE,JOELLE Y,50
253900N_BRONZE,NELLY D,250
253915V_BRONZE,VERLENE M,25
253935E_BRONZE,ELBA J,700
253949N_BRONZE,NENA W,100
253974D_BRONZE,DEIDRA X,100
254003G_GOLD,GREGORIA R,20
254106I_GOLD,IGNACIA R,150
254125S_BRONZE,SARAI J,109
254151R_BRONZE,RUTH H,7179.92
254156K_BRONZE,KAYLEIGH L,180
254185S_BRONZE,SHAYNA U,725
254201M_BRONZE,MARLA V,25
254203C_BRONZE,CLARK G,3122.44
254240A_GOLD,ALEXIS X,25
254272R_BRONZE,ROSAURA N,120
254291K_BRONZE,KRISTYN K,20
254306E_GOLD,ESSIE F,70
254310S_GOLD,SPENCER V,40
254390K_BRONZE,KENTON R,25
254410E_BRONZE,ELEANORE O,50
254418A_BRONZE,ASHLIE Y,25
254463S_BRONZE,SETH Q,100
254501C_BRONZE,CYRIL C,100
254620S_BRONZE,SLYVIA K,25
254630K_BRONZE,KENDALL H,70
254656J_BRONZE,JULIANA K,20
254658V_BRONZE,VIOLETA D,5
254668P_BRONZE,PINKIE T,100
254686J_BRONZE,JOANIE T,110
254686R_BRONZE,RUSSELL P,5
254728R_BRONZE,RANEE I,100
254817T_GOLD,TIMOTHY B,275
254828E_BRONZE,ELTON J,100
254844D_BRONZE,DANIAL R,100
254873C_BRONZE,COREEN S,250
254888L_BRONZE,LYN M,50
254902L_BRONZE,LORINDA N,1120
254912J_BRONZE,JILLIAN A,20
254963H_GOLD,HANNELORE Y,25
254986L_BRONZE,LORIE E,1500
254992L_BRONZE,LIGIA I,168
255011A_BRONZE,AMMIE O,20
255014D_GOLD,DOROTHEA D,40
255119R_BRONZE,RENATA H,10
255164H_GOLD,HEIDE Y,10
255188C_BRONZE,CHASITY G,1250
255203A_BRONZE,ARIE K,1480
255213N_BRONZE,NGUYET B,60
255213S_BRONZE,SHARRI O,20
255295D_BRONZE,DARREN S,20
255319R_BRONZE,ROSAMOND K,10
255353J_BRONZE,JUTTA U,50
255396M_BRONZE,MYRLE F,20
255404N_BRONZE,NICKY E,50
255415I_GOLD,INGEBORG M,25
255430R_BRONZE,ROXANNA O,115
255501F_BRONZE,FRANKLIN V,10
255510S_BRONZE,SHARLEEN Z,200
255520J_BRONZE,JOLYNN U,786894.2
255525D_GOLD,DESTINY C,100
255545G_BRONZE,GEORGIANA W,10
255653N_SILVER,NAM O,4824
255655A_GOLD,AGUSTIN R,20
255667M_SILVER,MAIRE M,40
255673K_SILVER,KEITH G,125
255683T_SILVER,TEOFILA V,100
255697M_SILVER,MARTA J,100
255704M_SILVER,MAO Z,20
255742K_SILVER,KAMALA C,10
255748M_SILVER,MARISOL R,1000
255776C_SILVER,CHLOE G,20
255794C_SILVER,CLOTILDE P,140
255830A_SILVER,ANIBAL A,20
255831M_SILVER,MINNIE G,10
255846S_SILVER,SOLEDAD O,20
255862V_SILVER,VERONICA W,20
255888P_SILVER,PHILOMENA U,100
255957Z_SILVER,ZETTA U,300
255962Y_SILVER,YEVETTE T,100
255967C_SILVER,CARMINE I,20
255974S_SILVER,SILVA C,20
255992A_SILVER,ARNETTA K,125
256021B_SILVER,BAILEY N,35
256027L_SILVER,LEAH B,5075
256049R_SILVER,ROCIO I,15
256052R_SILVER,RANDEE T,100
256102E_GOLD,ENID I,5
256131D_GOLD,DWAYNE H,450
256144T_SILVER,TESSIE B,35
256152Z_SILVER,ZELLA R,20
256165A_SILVER,AZUCENA F,20
256178S_SILVER,STEPHANIA O,45
256217E_BRONZE,ELOISE J,900
256232M_BRONZE,MARA H,101795
256281J_BRONZE,JILLIAN Y,550
256364C_BRONZE,CORAZON W,35
256382M_BRONZE,MAX Y,20
256383N_BRONZE,NED K,600
256402Y_BRONZE,YON L,475
256424L_BRONZE,LAMAR R,40
256455M_BRONZE,MARTIN B,10
256456M_BRONZE,MAPLE P,20
256470A_GOLD,ALECIA H,5
256473A_BRONZE,ASHLEIGH K,15
256490W_GOLD,WILBUR H,1000
256522R_BRONZE,ROCKY W,1
256554A_BRONZE,AUSTIN L,35
256572B_BRONZE,BLANCH R,450
256595S_BRONZE,SABRINA A,50
256625J_BRONZE,JANESSA F,1595
256633G_BRONZE,GENARO L,20
256633N_BRONZE,NIEVES P,35
256660S_BRONZE,SASHA Z,655
256688W_BRONZE,WONDA T,200
256717A_BRONZE,AURA Z,100
256718S_GOLD,SONYA W,20
256719T_BRONZE,TASIA K,250
256739M_BRONZE,MARCELINE Z,250
256746W_GOLD,WHITNEY O,100
256803L_BRONZE,LASHAUNDA Y,30
256858E_GOLD,EDEN O,250
256947M_BRONZE,MARGARET S,4785.26
256949O_BRONZE,OCIE L,2
256995A_BRONZE,ANTIONE O,25
257019M_BRONZE,MARYANNA O,1500
257059P_BRONZE,PING H,2655
257085I_GOLD,ILSE P,25
257086D_GOLD,DREMA A,20
257101J_BRONZE,JUSTIN J,35
257102V_BRONZE,VALENTIN A,25
257140M_BRONZE,MARGIT Z,10
257192S_BRONZE,SALENA Z,10
257206N_BRONZE,NEAL T,9950
257270M_BRONZE,MYRL O,20
257317K_BRONZE,KRAIG C,250
257318D_GOLD,DENNY Z,1900
257345A_BRONZE,ANNE W,20
257386L_BRONZE,LOGAN M,10
257387K_BRONZE,KIMBERLEY J,20
257422J_BRONZE,JENNEFER Y,20
257458W_GOLD,WILBUR M,20
257473J_BRONZE,JULES Z,5
257490J_BRONZE,JEROMY E,40
257534S_BRONZE,SAMUEL T,20
257576J_BRONZE,JALISA V,1330
257588D_BRONZE,DOLORES T,20
257602V_BRONZE,VIKKI F,35
257650D_BRONZE,DANILO M,2080
257680D_BRONZE,DAMON P,1300
257738S_BRONZE,SHANI G,1060
257770P_BRONZE,PAULITA M,40
257777L_BRONZE,LURA B,70
257781L_BRONZE,LADAWN R,1250
257785E_GOLD,ERIC J,20
257789C_BRONZE,CONCETTA W,20
257791C_BRONZE,CLEOPATRA R,100
257832I_GOLD,IESHA W,425
257842S_BRONZE,SAMIRA Q,35
257862I_GOLD,INOCENCIA A,50
257868N_BRONZE,NANCEE X,700
257897O_BRONZE,OTIS L,10
257930B_BRONZE,BRANDEE X,10
257948R_BRONZE,ROLANDE P,35
258023D_GOLD,DEMETRA B,20
258104J_BRONZE,JIMMIE C,5
258108J_BRONZE,JADE Z,65
258116E_GOLD,EMILIE F,20
258131C_BRONZE,CANDIDA J,15
258147C_BRONZE,CORAZON P,10
258163L_BRONZE,LORIE D,20
258164C_BRONZE,CHASE I,25
258240W_BRONZE,WILMA B,20
258298C_BRONZE,CELESTINA P,248
258322F_GOLD,FAWN V,120
258337O_BRONZE,OTELIA U,10
258414J_BRONZE,JEFFRY T,55
258445C_GOLD,CORRIE K,100
258450E_GOLD,EPIFANIA O,1300
258467D_GOLD,DELTA Q,40
258501I_GOLD,ILEEN P,1765
258520A_BRONZE,AUTUMN T,10
258558N_BRONZE,NATALIE Q,6
258566S_BRONZE,SAUNDRA V,50
258588M_BRONZE,MOHAMED U,35
258603S_BRONZE,SHANELL M,5
258604M_BRONZE,MALIK O,120
258636R_BRONZE,ROSANNE F,10
258664L_BRONZE,LUCIEN F,150
258753J_BRONZE,JIN P,100
258756L_BRONZE,LILI D,575
258765R_BRONZE,ROSEANNA N,550
258827L_BRONZE,LUCIA P,15
258902T_BRONZE,TREY V,350
258910R_BRONZE,REGENIA I,40
258920M_BRONZE,MARIAN Z,25
258921D_GOLD,DENISHA U,1350
258967A_BRONZE,ARLENE M,2078.9
258993C_BRONZE,CONSUELO I,10
259018L_BRONZE,LANA Z,850
259042I_GOLD,IVORY G,200
259093N_BRONZE,NATACHA V,20
259114D_BRONZE,DIONNE A,450
259137G_BRONZE,GAY P,25
259155S_BRONZE,SHARYN I,25
259229J_BRONZE,JEFFERY B,484672.87
259229S_BRONZE,SHANDI D,20
259230M_BRONZE,MYRTA X,20
259273M_BRONZE,MARINDA S,200
259294C_BRONZE,CAREY F,20
259299N_BRONZE,NETTIE C,350
259305P_BRONZE,PETE R,50
259346C_BRONZE,CELESTINA F,40
259346I_GOLD,IN B,30
259354P_BRONZE,PENNEY Q,20
259386D_BRONZE,DOMINICK K,2
259394Y_BRONZE,YAHAIRA R,17
259401A_GOLD,ADRIA G,20
259408O_BRONZE,OZIE A,1330
259412V_BRONZE,VONCILE K,100
259424D_BRONZE,DAN T,8
259435N_BRONZE,NANNIE T,850
259448C_BRONZE,CHRISTIANE O,100
259514K_BRONZE,KORI S,200
259531R_BRONZE,ROOSEVELT L,150
259575K_BRONZE,KEIKO T,40
259612K_BRONZE,KAMALA X,45
259631D_BRONZE,DAWN R,10
259639S_BRONZE,SINDY G,10
259655E_BRONZE,ELYSE O,50
259659S_BRONZE,SHU V,40
259674B_BRONZE,BRANT J,250
259676B_BRONZE,BLYTHE J,20
259689S_BRONZE,SHAYLA T,50
259747M_BRONZE,MILLICENT O,50
259759M_BRONZE,MARYANNA X,225
259795T_BRONZE,TERA F,20
259810A_BRONZE,ADAN C,4824
259821R_BRONZE,RAYNA W,5075
259837L_BRONZE,LESLIE H,20
259855J_BRONZE,JAYNA V,1250
259882D_BRONZE,DEVORAH M,755
259893A_GOLD,ALIDA P,1250
259902T_BRONZE,TAMATHA U,20
259909E_GOLD,EVELYN D,25
259914L_BRONZE,LIZABETH J,240
259918L_BRONZE,LOUISA F,40
259920L_BRONZE,LYNN T,10
259928A_GOLD,ANGELLA D,15
259993W_GOLD,WILDA V,25
260002K_BRONZE,KANDRA N,50
260018T_BRONZE,TENA W,10
260030D_GOLD,DREMA E,700
260036S_BRONZE,STEFFANIE P,10
260041M_BRONZE,MARGHERITA Z,60
260046E_GOLD,ERNA Q,20
260062A_GOLD,ADOLFO S,25
260086G_BRONZE,GISELE F,5300
260090S_SILVER,SHELLA W,20
260097L_SILVER,LIDA S,400
260137P_SILVER,PIEDAD C,15
260208D_GOLD,DORSEY X,250
260215L_SILVER,LEESA U,20
260224S_SILVER,SHENNA L,25
260247N_SILVER,NOAH J,5075
260302Q_SILVER,QUINTON H,20
260350S_SILVER,SARA F,10
260367L_SILVER,LONI T,20
260381S_SILVER,SETSUKO K,150
260395C_SILVER,CONSTANCE O,101795
260422L_SILVER,LEONIDA K,35
260464L_SILVER,LASHAWNA C,20
260475T_SILVER,TATYANA W,50
260506L_SILVER,LASHAWNA D,50
260530M_SILVER,MILLY L,20
260606C_SILVER,CHAS J,25
260621K_SILVER,KANDIS V,5
260642L_SILVER,LEOTA W,20
260645P_SILVER,PETRINA U,20
260652M_SILVER,MIRANDA U,270
260660M_SILVER,MARYANNE R,10
260726Y_SILVER,YI P,20
260733S_SILVER,SHARELL N,581.67
260738B_SILVER,BOBBYE O,150
260745A_SILVER,ALYSSA E,975
260823W_GOLD,WILBUR K,25
260839J_SILVER,JEANE S,50
260920P_SILVER,PEGGY G,50
260943T_SILVER,TANGELA K,20
261006N_SILVER,NELDA D,1000
261026A_GOLD,ALETHIA K,10
261041T_SILVER,TASHINA I,700
261060T_SILVER,TRENTON N,20
261092J_SILVER,JACOB C,700
261101W_GOLD,WARD R,15
261131E_SILVER,ELVA C,9950
261133N_SILVER,NORENE S,5
261143R_SILVER,RICK Y,25
261157I_GOLD,IRAIDA A,20
261162R_SILVER,RUTHIE B,414.72
261165D_GOLD,DREW Y,20
261207T_SILVER,TANNER Q,20
261232C_SILVER,CARTER B,475
261237F_BRONZE,FLORINDA G,100
261275T_BRONZE,TAMMI A,20
261285R_BRONZE,ROMONA R,520
261392T_BRONZE,TYRA G,50
261408M_BRONZE,MAJORIE M,786894.2
261423S_BRONZE,SAMATHA Z,225
261429T_BRONZE,TAMARA Q,10
261496S_BRONZE,SHIELA T,15
261557R_BRONZE,REANNA Z,20
261611L_BRONZE,LEATRICE L,8.66
261612M_BRONZE,MARTIN T,20
261617P_BRONZE,PERCY D,20
261619A_GOLD,ANGELIC W,25
261677R_BRONZE,ROMAINE W,1900
261765L_BRONZE,LEROY D,60
261871C_BRONZE,CANDELARIA Q,225
261873D_BRONZE,DALIA R,50
261895J_BRONZE,JENE H,10225
261910T_BRONZE,TONEY L,25
261930E_GOLD,ENRIQUETA A,10
261941M_BRONZE,MELIA Q,20
262023C_BRONZE,CLAY P,10
262079H_GOLD,HONG Y,295
262093T_GOLD,TRUDY Q,80
262096T_BRONZE,TERESA W,1000
262107V_BRONZE,VICTOR E,50
262155L_BRONZE,LETITIA X,55
262187I_GOLD,IKE A,30
262213C_BRONZE,CALLIE M,10
262216T_GOLD,TRISTAN K,100
262251K_BRONZE,KELVIN M,40
262261K_BRONZE,KIRSTIE U,300
262300A_BRONZE,ARDITH H,8
262317A_GOLD,ALENE C,85
262322E_BRONZE,ELDON B,10
262327S_GOLD,STAN I,35
262336I_GOLD,INGER V,25
262402T_GOLD,TOM M,25
262426N_BRONZE,NOVELLA D,485
262435L_BRONZE,LAWANA H,70
262442D_BRONZE,DEANDRA E,25
262444L_BRONZE,LURLINE E,5
262476A_GOLD,ALFONSO N,10
262492A_BRONZE,ANDERSON Y,1000
262502L_BRONZE,LATESHA Q,25
262562R_BRONZE,ROWENA Y,20
262624K_BRONZE,KARINE Z,100
262624S_BRONZE,SHANEL N,900
262630R_BRONZE,RAYFORD O,50
262642M_BRONZE,MARANDA G,5
262643A_GOLD,ALDA H,67
262648J_BRONZE,JULIAN V,30
262684O_BRONZE,OLEVIA L,440
262695C_BRONZE,CHAU M,125
262727T_BRONZE,TRANG M,21.65
262790J_BRONZE,JEANNIE X,5
262812S_BRONZE,SARAH M,70
262833D_GOLD,DRUCILLA P,10
262850V_BRONZE,VENITA U,700
262860E_GOLD,EPIFANIA U,300
262901M_BRONZE,MICAH J,20
262904V_BRONZE,VENNIE B,20
262913J_BRONZE,JENNI U,16
262990A_BRONZE,ARNOLD I,20
263006I_GOLD,ISABELL N,250
263038E_BRONZE,ELENI T,200
263079V_BRONZE,VESTA K,475
263098I_GOLD,ILDA Q,750
263099J_BRONZE,JACKI M,20
263102N_BRONZE,NOEMI I,30
263121L_BRONZE,LAKIA F,5
263151N_BRONZE,NOREEN M,500
263180S_BRONZE,STEPANIE V,35
263214B_BRONZE,BUD P,10
263335A_BRONZE,AMBER A,1000
263354K_BRONZE,KAREEM T,10
263393A_BRONZE,ANNEMARIE S,50
263403E_GOLD,ETHYL L,20
263405H_GOLD,HAYDEN B,200
263431B_BRONZE,BARB Q,425
263459L_BRONZE,LYNETTA M,35
263497C_BRONZE,CASSIE Y,100
263505L_GOLD,LAVERA Z,360
263522D_GOLD,DARRICK N,425
263590R_GOLD,ROSALINA W,100
263598H_GOLD,HOLLIS Q,10
263598N_GOLD,NOBLE T,20
263611B_GOLD,BREANNE B,10
263612R_GOLD,REMEDIOS W,20
263631C_GOLD,CHRISTINE Y,50
263637J_GOLD,JAYE V,30
263682L_GOLD,LUCRECIA V,100
263685N_SILVER,NEELY Z,200
263696A_SILVER,AUDRY I,20
263703G_SILVER,GILDA R,50
263783J_SILVER,JERALD W,250
263807R_SILVER,ROSS F,15
263830I_GOLD,ILANA O,40
263846A_GOLD,AHMED T,20
263847M_SILVER,MIKKI F,10
263931C_SILVER,CHRISSY D,21
264022A_GOLD,ANGELE K,100
264085T_BRONZE,TORA K,200
264115A_BRONZE,AYANNA R,20
264117E_GOLD,EDDY R,1595
264151L_BRONZE,LYNNE O,150
264175T_GOLD,TOMI J,20
264180R_BRONZE,ROBERTO F,60
264186L_BRONZE,LENORE F,475
264188R_BRONZE,RAMIRO R,5075
264197M_BRONZE,MARCELLE U,50
264225K_BRONZE,KORTNEY J,15
264250E_GOLD,ECHO H,30
264264O_BRONZE,OK F,1500
264281D_GOLD,DESIRE U,30
264335V_BRONZE,VALARIE L,2
264381R_BRONZE,RHODA A,3000
264402K_BRONZE,KARMA E,20
264410L_BRONZE,LIBBY Q,20
264413W_GOLD,WILEY D,20
264424L_BRONZE,LAURIE S,20
264451L_BRONZE,LAURICE A,225
264467T_BRONZE,TOMMYE E,20
264508L_BRONZE,LORENZO M,50
264510J_BRONZE,JAIMEE Z,50
264543S_BRONZE,SUEANN G,20
264569E_GOLD,ELANOR H,225
264570J_BRONZE,JOYCELYN M,20
264578D_BRONZE,DICK B,5075
264578T_GOLD,TOMEKA R,10
264605L_BRONZE,LILLIAN D,25
264628L_BRONZE,LEXIE D,2500
264720J_BRONZE,JOETTA D,500
264770N_BRONZE,NATISHA O,20
264802D_GOLD,DOVIE B,35
264819E_GOLD,ESTHER R,15
264845R_BRONZE,RHEA X,90
264863T_BRONZE,TEENA W,10
264904S_BRONZE,SHANTELLE F,10
264914S_BRONZE,SUZI O,150
265047L_BRONZE,LILY O,130
265048C_GOLD,CRISSY Q,330
265060T_BRONZE,TORRI C,100
265080B_GOLD,BEULAH N,110
265082S_BRONZE,SELMA K,15
265099D_BRONZE,DIAMOND D,15
265205N_BRONZE,NOELIA G,300
265226M_BRONZE,MIRTHA E,20
265310L_BRONZE,LAURALEE H,6.75
265316B_BRONZE,BERNARD W,140
265351E_BRONZE,ELLSWORTH A,120
265367M_BRONZE,MASAKO N,50
265375S_GOLD,STARLA L,850
265476T_BRONZE,TENNILLE C,22.55
265482J_BRONZE,JAMI N,100
265501V_BRONZE,VIVIEN N,20
265528C_BRONZE,CASSANDRA X,50
265530R_BRONZE,REGENA H,1480
265606S_BRONZE,SHARI S,35
265611A_GOLD,ADELL J,100
265615E_BRONZE,ELLIE U,100
265618L_BRONZE,LAKIESHA R,10
265655L_SILVER,LUCRECIA I,20
265689R_SILVER,ROBBIN V,101795
265696M_SILVER,MICAH P,40
265697D_SILVER,DOLORES H,20
265709T_SILVER,TALIA B,1050
265731S_SILVER,SADE Z,20
265769M_SILVER,MANY F,125
265798E_SILVER,ELMA L,30
265800J_SILVER,JAYMIE R,600
265803D_SILVER,DONALD T,20
265827M_SILVER,MARYLEE T,1832.1
265847T_SILVER,TIANA S,40
265866B_SILVER,BLYTHE M,25
265881K_SILVER,KELLI Y,850
265884K_SILVER,KAILA W,20
265924Z_SILVER,ZAIDA W,100
265944C_SILVER,CHAROLETTE G,100
265960I_GOLD,ISAAC B,6
265980L_SILVER,LILLIE X,100
266000Z_SILVER,ZACHARY D,350
266130M_SILVER,MARGART V,10
266134D_SILVER,DEANDRE S,60
266182M_SILVER,MAGEN I,10
266221C_SILVER,CHESTER G,5
266246D_SILVER,DELILAH Z,1
266252J_SILVER,JANEL A,20
266262D_SILVER,DARCY E,600
266278S_SILVER,SIMON Q,20
266326J_SILVER,JIM X,100
266360V_GOLD,VELDA Z,15
266384N_SILVER,NATALYA D,45
266391R_SILVER,ROMONA N,975
266408D_GOLD,DOREEN X,75
266410F_GOLD,FALLON B,101795
266431W_GOLD,WARNER D,10
266472P_SILVER,PILAR U,50
266476A_SILVER,AUDREY A,90
266478J_SILVER,JANICE I,17
266497R_SILVER,ROSEANNA I,50
266523D_GOLD,DENISE T,10
266529B_SILVER,BOB Q,100
266540E_GOLD,EVELIN V,1
266574G_SILVER,GAYLE I,20
266627P_SILVER,PILAR G,20
266627V_SILVER,VALARIE T,35
266638C_SILVER,CARIE B,30
266648L_SILVER,LATRINA E,20
266650J_SILVER,JULIETTE W,40
266658Y_SILVER,YESSENIA M,350
266675H_GOLD,HARLAND E,45
266677B_SILVER,BRITANY A,120
266691G_SILVER,GABRIELLA T,350
266726M_SILVER,MIQUEL X,1500
266787T_GOLD,TRUMAN M,20
266790B_SILVER,BRIGID A,10
266828K_SILVER,KATHARINA K,147
266853T_SILVER,TAMRA R,25
266868K_SILVER,KAYLENE B,25
266899H_GOLD,HOA O,15
266900L_SILVER,LINETTE B,88
266924J_SILVER,JUSTINA X,10
266937F_SILVER,FLAVIA J,100
267031O_SILVER,OTHA S,5075
267069C_SILVER,CECILA V,415
267071W_SILVER,WINFRED H,20
267089S_SILVER,SALLY S,15
267127O_SILVER,OTHA U,1130
267134J_SILVER,JENNEFER W,59
267183H_GOLD,HILTON Q,40
267183K_SILVER,KAYCE O,20
267210L_SILVER,LIA F,850
267247P_SILVER,PAMALA M,1130
267272I_GOLD,IDELL C,35
267277B_SILVER,BYRON Z,175.14
267300T_GOLD,TINY I,10
267318K_SILVER,KIETH I,100
267345T_GOLD,TYRONE E,30
267374M_GOLD,MYRTA A,10
267396D_GOLD,DEANNA B,20808.59
267408T_GOLD,TALISHA X,5000
267432M_GOLD,MADONNA Z,225
267442E_GOLD,EMELDA L,35
267479B_GOLD,BOBBI X,675
267487R_BRONZE,REGINE N,35
267519R_BRONZE,ROZELLA O,70
267521L_BRONZE,LYNDSEY Z,30
267535L_BRONZE,LAMAR N,30
267579E_BRONZE,ELANOR X,35
267601A_GOLD,ANGELA W,40
267624M_BRONZE,MARYLAND N,20
267632L_BRONZE,LASHAWNA X,20
267635C_GOLD,CARLOS Q,1200
267640S_BRONZE,SHARILYN G,475
267674B_BRONZE,BLANCA F,1
267702B_BRONZE,BREE L,50
267704L_BRONZE,LEIGHANN A,23.8
267767I_GOLD,IONA G,281897.47
267770M_BRONZE,MY N,50
267783J_BRONZE,JINA H,1675
267809A_BRONZE,ANDRIA V,20
267934D_BRONZE,DEE U,25
267954T_GOLD,TIMIKA J,345
268001K_BRONZE,KACI K,55
268019M_BRONZE,MARLIN F,100
268166D_BRONZE,DALLAS S,20
268166L_BRONZE,LEONA M,15
268190V_GOLD,VANITA B,5
268226P_BRONZE,POK S,50
268233J_BRONZE,JOHNETTA M,250
268242D_BRONZE,DEBBRA E,25
268254M_BRONZE,MILAGROS M,50
268279S_BRONZE,SUZY D,600
268285F_BRONZE,FERNANDO E,25
268291E_GOLD,EVELIN M,15
268333R_BRONZE,REGINE M,35
268357V_BRONZE,VIVAN Z,1500
268379T_BRONZE,TENA D,10
268381T_BRONZE,TAREN M,260
268485G_BRONZE,GIL G,25
268486J_BRONZE,JERALD C,40
268576H_GOLD,HOYT K,845
268598V_GOLD,VELVA D,120
268612E_GOLD,EMERSON Y,100
268685T_GOLD,TOMASA H,25
268703E_GOLD,EDELMIRA E,40
268714K_BRONZE,KIZZIE Y,20
268743L_BRONZE,LENORA I,120
268749L_BRONZE,LINSEY U,20
268774D_BRONZE,DARCI X,1
268785T_BRONZE,TY Z,20
268821C_BRONZE,CHERYLE E,35
268830B_BRONZE,BRYNN H,1900
268879P_BRONZE,PARTHENIA F,10
268898M_BRONZE,MARCELLUS Y,2025
268967J_BRONZE,JIN R,25
269016P_BRONZE,PURA C,101795
269024D_BRONZE,DAPHNE D,35
269049S_BRONZE,SHARLA I,2
269063A_GOLD,ANGELINA Y,540
269078J_BRONZE,JADE E,500
269109L_BRONZE,LOURIE O,1000
269116T_BRONZE,TONY F,25
269137S_BRONZE,SANTO A,135
269159S_BRONZE,SALLIE J,115.44
269192S_GOLD,SPRING K,10
269209S_BRONZE,SETSUKO H,660.5
269220D_BRONZE,DIONNA G,45
269271M_BRONZE,MARIBETH O,150
269313A_GOLD,ANGELENA K,5
269331W_GOLD,WES V,1595
269343K_BRONZE,KIMBERLEE P,35
269345R_BRONZE,RUBIE V,10
269373Y_BRONZE,YASMIN T,20
269379F_BRONZE,FERN R,200
269393J_BRONZE,JONAS L,10
269406K_BRONZE,KARENA I,475
269409W_BRONZE,WILMA V,150
269410V_BRONZE,VALENE L,28
269414J_BRONZE,JOSIAH N,100
269472A_GOLD,ANGELINA K,96
269478J_BRONZE,JENNINE O,50
269481S_BRONZE,SANDY W,10
269482C_BRONZE,CATHRYN E,10
269546J_BRONZE,JANIS A,5075
269565L_BRONZE,LOTTIE X,195
269570C_BRONZE,CRISTINE A,20
269598S_BRONZE,SIMA P,5
269607B_BRONZE,BRAIN H,20
269643C_BRONZE,CALVIN X,100
269652F_BRONZE,FLORENCIA Y,20
269657B_GOLD,BERYL X,50
269666K_BRONZE,KENYATTA X,10
269687T_BRONZE,TERRY A,15
269700N_BRONZE,NICHOLLE X,15
269781F_BRONZE,FILOMENA Q,100
269809R_BRONZE,REFUGIA J,150
269823F_BRONZE,FLORANCE U,1130
269874C_BRONZE,CHAROLETTE S,370
269928M_BRONZE,MILLICENT L,825
269943V_BRONZE,VENNIE R,60
269945R_BRONZE,RANDY N,250
269951J_BRONZE,JASMINE F,5
269995R_BRONZE,ROSALIA Q,140
270019W_GOLD,WILLIAM G,650
270024H_GOLD,HERMINIA I,20
270036N_BRONZE,NU B,4824
270058K_BRONZE,KELSEY G,80
270169N_BRONZE,NETTIE H,50
270201S_BRONZE,SANDY P,10
270216G_GOLD,GERTRUD U,50
270219K_GOLD,KIRK L,25
270248G_GOLD,GINA I,400
270254M_GOLD,MORA E,25
270260J_GOLD,JOSEFINA V,132.5
270274S_GOLD,SOO Q,2080
270285L_GOLD,LAKENYA G,15
270291O_GOLD,OLIMPIA J,100
270320S_GOLD,SOON J,35
270360M_GOLD,MEE V,30
270370K_BRONZE,KARREN B,100
270433L_BRONZE,LES T,10
270452N_BRONZE,NOLAN F,420
270472J_BRONZE,JESSENIA B,35
270472J_BRONZE,JAYSON X,10
270475C_GOLD,CRISELDA Y,5075
270509S_BRONZE,SHALA W,65
270529Q_BRONZE,QUENTIN C,220
270548C_SILVER,CHIQUITA X,10
270576E_SILVER,ELISEO I,20
270578L_SILVER,LOWELL D,100
270592O_SILVER,ORA I,475
270603D_GOLD,DENIS N,100
270619S_SILVER,SHARELL W,225
270640M_SILVER,MISHA B,30
270678T_SILVER,TEMPIE G,15
270698M_SILVER,MELISSIA P,50
270706H_GOLD,HILDRED E,50
270766K_SILVER,KAILA I,85
270785N_SILVER,NOEL P,35
270825E_GOLD,ESTER X,360
270848D_GOLD,DESTINY B,5
270852T_SILVER,TEENA J,10
270869V_SILVER,VERDA Y,30
270885A_GOLD,ALEXA A,140
270885D_GOLD,DENIS A,20
270923M_SILVER,MARKUS T,200
270944A_SILVER,ARTURO E,30
271039T_GOLD,TODD Q,50
271092L_SILVER,LUETTA S,5
271132C_SILVER,CAROLINA N,30
271208A_SILVER,ARON R,100
271242S_SILVER,SARAI T,20
271302S_SILVER,SANDEE E,25
271358B_SILVER,BIANCA F,50
271403M_SILVER,MADIE L,425
271416L_SILVER,LANNY D,40
271454L_SILVER,LAZARO I,25
271481A_SILVER,ADELINE A,40
271534R_SILVER,ROSANA L,100
271539J_SILVER,JASPER L,35
271564M_SILVER,MARLO E,50
271567D_SILVER,DARIUS A,45
271616J_SILVER,JONAS Z,100
271621C_SILVER,CANDIDA D,45
271657L_SILVER,LIANA P,20
271703B_SILVER,BELINDA W,10
271719L_SILVER,LEONOR Z,70
271719Z_SILVER,ZULMA E,475
271772M_SILVER,MARYLAND K,20
